,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
11563,2008,1,6,7,1349.0,1310,1501.0,1430,WN,73,N350SW,72.0,80.0,61.0,31.0,39.0,SMF,LAX,373,4.0,7.0,0,N,0,16.0,0.0,0.0,0.0,15.0
11564,2008,1,6,7,1144.0,1135,1313.0,1255,WN,330,N473WN,89.0,80.0,64.0,18.0,9.0,SMF,LAX,373,5.0,20.0,0,N,0,9.0,0.0,9.0,0.0,0.0
11565,2008,1,6,7,1739.0,1720,1905.0,1840,WN,386,N208WN,86.0,80.0,64.0,25.0,19.0,SMF,LAX,373,15.0,7.0,0,N,0,5.0,0.0,6.0,0.0,14.0
11567,2008,1,6,7,1930.0,1915,2123.0,2035,WN,2202,N268WN,113.0,80.0,60.0,48.0,15.0,SMF,LAX,373,17.0,36.0,0,N,0,2.0,0.0,33.0,0.0,13.0
11569,2008,1,6,7,2200.0,2115,2337.0,2235,WN,2815,N312SW,97.0,80.0,69.0,62.0,45.0,SMF,LAX,373,9.0,19.0,0,N,0,0.0,0.0,38.0,0.0,24.0
11570,2008,1,6,7,1623.0,1610,1742.0,1730,WN,3588,N420WN,79.0,80.0,57.0,12.0,13.0,SMF,LAX,373,8.0,14.0,0,N,0,,,,,
11572,2008,1,6,7,649.0,640,1218.0,1235,WN,234,N762SW,209.0,235.0,199.0,-17.0,9.0,SMF,MDW,1790,2.0,8.0,0,N,0,,,,,
11573,2008,1,6,7,1349.0,1330,1926.0,1925,WN,567,N464WN,217.0,235.0,205.0,1.0,19.0,SMF,MDW,1790,4.0,8.0,0,N,0,,,,,
11576,2008,1,6,7,2149.0,2125,2259.0,2240,WN,633,N659SW,70.0,75.0,55.0,19.0,24.0,SMF,ONT,389,6.0,9.0,0,N,0,0.0,0.0,0.0,0.0,19.0
11577,2008,1,6,7,1409.0,1310,1514.0,1425,WN,1424,N734SA,65.0,75.0,55.0,49.0,59.0,SMF,ONT,389,4.0,6.0,0,N,0,7.0,0.0,0.0,0.0,42.0
11578,2008,1,6,7,1114.0,1105,1228.0,1220,WN,1495,N394SW,74.0,75.0,58.0,8.0,9.0,SMF,ONT,389,4.0,12.0,0,N,0,,,,,
11579,2008,1,6,7,1612.0,1550,1722.0,1705,WN,1496,N678AA,70.0,75.0,56.0,17.0,22.0,SMF,ONT,389,5.0,9.0,0,N,0,3.0,0.0,0.0,0.0,14.0
11580,2008,1,6,7,1207.0,1200,1318.0,1315,WN,2385,N644SW,71.0,75.0,57.0,3.0,7.0,SMF,ONT,389,4.0,10.0,0,N,0,,,,,
11581,2008,1,6,7,1950.0,1940,2058.0,2055,WN,2458,N270WN,68.0,75.0,54.0,3.0,10.0,SMF,ONT,389,6.0,8.0,0,N,0,,,,,
11582,2008,1,6,7,2120.0,2025,2237.0,2140,WN,2807,N350SW,77.0,75.0,62.0,57.0,55.0,SMF,ONT,389,5.0,10.0,0,N,0,8.0,0.0,2.0,0.0,47.0
11583,2008,1,6,7,1749.0,1710,1859.0,1825,WN,3659,N497WN,70.0,75.0,56.0,34.0,39.0,SMF,ONT,389,6.0,8.0,0,N,0,0.0,0.0,0.0,0.0,34.0
11584,2008,1,6,7,1513.0,1430,1623.0,1545,WN,3764,N336SW,70.0,75.0,55.0,38.0,43.0,SMF,ONT,389,5.0,10.0,0,N,0,3.0,0.0,0.0,0.0,35.0
11585,2008,1,6,7,2207.0,2105,2339.0,2230,WN,102,N663SW,92.0,85.0,79.0,69.0,62.0,SMF,PDX,479,4.0,9.0,0,N,0,58.0,0.0,7.0,0.0,4.0
11588,2008,1,6,7,1354.0,1330,1518.0,1500,WN,705,N633SW,84.0,90.0,73.0,18.0,24.0,SMF,PDX,479,4.0,7.0,0,N,0,1.0,0.0,0.0,0.0,17.0
11590,2008,1,6,7,1724.0,1645,1852.0,1815,WN,2720,N323SW,88.0,90.0,76.0,37.0,39.0,SMF,PDX,479,3.0,9.0,0,N,0,8.0,0.0,0.0,0.0,29.0
11591,2008,1,6,7,1950.0,1855,2123.0,2025,WN,3155,N227WN,93.0,90.0,75.0,58.0,55.0,SMF,PDX,479,6.0,12.0,0,N,0,14.0,0.0,3.0,0.0,41.0
11592,2008,1,6,7,2310.0,1940,149.0,2225,WN,517,N250WN,99.0,105.0,77.0,204.0,210.0,SMF,PHX,647,4.0,18.0,0,N,0,0.0,0.0,0.0,0.0,204.0
11593,2008,1,6,7,1634.0,1625,1912.0,1915,WN,964,N733SA,98.0,110.0,85.0,-3.0,9.0,SMF,PHX,647,6.0,7.0,0,N,0,,,,,
11597,2008,1,6,7,2134.0,2105,4.0,2350,WN,3585,N716SW,90.0,105.0,77.0,14.0,29.0,SMF,PHX,647,6.0,7.0,0,N,0,,,,,
11598,2008,1,6,7,1810.0,1800,1925.0,1925,WN,114,N794SW,75.0,85.0,63.0,0.0,10.0,SMF,SAN,480,4.0,8.0,0,N,0,,,,,
11599,2008,1,6,7,1945.0,1710,2114.0,1835,WN,151,N460WN,89.0,85.0,75.0,159.0,155.0,SMF,SAN,480,3.0,11.0,0,N,0,2.0,0.0,4.0,0.0,153.0
11600,2008,1,6,7,1316.0,1245,1437.0,1410,WN,179,N495WN,81.0,85.0,71.0,27.0,31.0,SMF,SAN,480,4.0,6.0,0,N,0,0.0,0.0,0.0,12.0,15.0
11601,2008,1,6,7,2222.0,2055,2346.0,2220,WN,181,N435WN,84.0,85.0,69.0,86.0,87.0,SMF,SAN,480,6.0,9.0,0,N,0,86.0,0.0,0.0,0.0,0.0
11604,2008,1,6,7,1426.0,1410,1542.0,1535,WN,410,N605SW,76.0,85.0,69.0,7.0,16.0,SMF,SAN,480,2.0,5.0,0,N,0,,,,,
11608,2008,1,6,7,1958.0,1920,2116.0,2045,WN,1395,N675AA,78.0,85.0,67.0,31.0,38.0,SMF,SAN,480,4.0,7.0,0,N,0,25.0,0.0,0.0,0.0,6.0
11609,2008,1,6,7,1616.0,1540,1732.0,1705,WN,1775,N798SW,76.0,85.0,66.0,27.0,36.0,SMF,SAN,480,3.0,7.0,0,N,0,5.0,0.0,0.0,0.0,22.0
11611,2008,1,6,7,1002.0,955,1140.0,1150,WN,337,N259WN,98.0,115.0,85.0,-10.0,7.0,SMF,SEA,605,5.0,8.0,0,N,0,,,,,
11612,2008,1,6,7,1901.0,1755,2044.0,1945,WN,775,N336SW,103.0,110.0,92.0,59.0,66.0,SMF,SEA,605,4.0,7.0,0,N,0,6.0,0.0,0.0,0.0,53.0
11613,2008,1,6,7,1332.0,1315,1515.0,1510,WN,1010,N673AA,103.0,115.0,91.0,5.0,17.0,SMF,SEA,605,6.0,6.0,0,N,0,,,,,
11615,2008,1,6,7,2103.0,2010,2252.0,2200,WN,3600,N311SW,109.0,110.0,94.0,52.0,53.0,SMF,SEA,605,5.0,10.0,0,N,0,10.0,0.0,0.0,0.0,42.0
11616,2008,1,6,7,1935.0,1900,2049.0,2025,WN,263,N248WN,74.0,85.0,62.0,24.0,35.0,SMF,SNA,404,4.0,8.0,0,N,0,11.0,0.0,0.0,0.0,13.0
11618,2008,1,6,7,1325.0,1315,1443.0,1435,WN,2709,N742SW,78.0,80.0,65.0,8.0,10.0,SMF,SNA,404,5.0,8.0,0,N,0,,,,,
11619,2008,1,6,7,1553.0,1535,1711.0,1655,WN,3072,N479WN,78.0,80.0,68.0,16.0,18.0,SMF,SNA,404,4.0,6.0,0,N,0,4.0,0.0,0.0,0.0,12.0
11620,2008,1,6,7,1741.0,1715,1854.0,1835,WN,3140,N775SW,73.0,80.0,60.0,19.0,26.0,SMF,SNA,404,5.0,8.0,0,N,0,19.0,0.0,0.0,0.0,0.0
11622,2008,1,6,7,1338.0,1320,1437.0,1425,WN,74,N795SW,59.0,65.0,47.0,12.0,18.0,SNA,LAS,226,4.0,8.0,0,N,0,,,,,
11623,2008,1,6,7,2033.0,1950,2134.0,2055,WN,486,N266WN,61.0,65.0,46.0,39.0,43.0,SNA,LAS,226,4.0,11.0,0,N,0,14.0,0.0,0.0,0.0,25.0
11625,2008,1,6,7,1646.0,1525,1802.0,1630,WN,1865,N409WN,76.0,65.0,52.0,92.0,81.0,SNA,LAS,226,8.0,16.0,0,N,0,2.0,0.0,11.0,0.0,79.0
11626,2008,1,6,7,1810.0,1800,1911.0,1905,WN,2794,N295WN,61.0,65.0,48.0,6.0,10.0,SNA,LAS,226,4.0,9.0,0,N,0,,,,,
11627,2008,1,6,7,2139.0,2125,2306.0,2245,WN,366,N433LV,87.0,80.0,68.0,21.0,14.0,SNA,OAK,371,7.0,12.0,0,N,0,0.0,0.0,7.0,0.0,14.0
11628,2008,1,6,7,2040.0,2000,2217.0,2120,WN,2093,N430WN,97.0,80.0,71.0,57.0,40.0,SNA,OAK,371,16.0,10.0,0,N,0,0.0,0.0,23.0,0.0,34.0
11631,2008,1,6,7,1742.0,1730,1910.0,1855,WN,3159,N479WN,88.0,85.0,78.0,15.0,12.0,SNA,OAK,371,4.0,6.0,0,N,0,0.0,0.0,3.0,0.0,12.0
11634,2008,1,6,7,1616.0,1555,1742.0,1720,WN,3853,N496WN,86.0,85.0,75.0,22.0,21.0,SNA,OAK,371,5.0,6.0,0,N,0,0.0,0.0,1.0,0.0,21.0
11636,2008,1,6,7,2114.0,2045,2316.0,2255,WN,263,N248WN,62.0,70.0,46.0,21.0,29.0,SNA,PHX,338,4.0,12.0,0,N,0,4.0,0.0,0.0,0.0,17.0
11638,2008,1,6,7,1254.0,1225,1459.0,1435,WN,1506,N241WN,65.0,70.0,50.0,24.0,29.0,SNA,PHX,338,7.0,8.0,0,N,0,2.0,0.0,0.0,0.0,22.0
11639,2008,1,6,7,1651.0,1640,1903.0,1850,WN,1566,N232WN,72.0,70.0,53.0,13.0,11.0,SNA,PHX,338,6.0,13.0,0,N,0,,,,,
11640,2008,1,6,7,1452.0,1440,1659.0,1650,WN,1745,N745SW,67.0,70.0,52.0,9.0,12.0,SNA,PHX,338,7.0,8.0,0,N,0,,,,,
11641,2008,1,6,7,1918.0,1900,2131.0,2110,WN,3140,N775SW,73.0,70.0,48.0,21.0,18.0,SNA,PHX,338,7.0,18.0,0,N,0,0.0,0.0,3.0,0.0,18.0
11643,2008,1,6,7,1829.0,1815,1959.0,1930,WN,192,N433LV,90.0,75.0,72.0,29.0,14.0,SNA,SJC,342,9.0,9.0,0,N,0,4.0,0.0,15.0,0.0,10.0
11646,2008,1,6,7,1607.0,1555,1721.0,1710,WN,1413,N291WN,74.0,75.0,65.0,11.0,12.0,SNA,SJC,342,3.0,6.0,0,N,0,,,,,
11647,2008,1,6,7,2109.0,2030,2237.0,2145,WN,1935,N260WN,88.0,75.0,71.0,52.0,39.0,SNA,SJC,342,6.0,11.0,0,N,0,7.0,0.0,13.0,0.0,32.0
11648,2008,1,6,7,1428.0,1405,1546.0,1520,WN,1941,N268WN,78.0,75.0,65.0,26.0,23.0,SNA,SJC,342,4.0,9.0,0,N,0,6.0,0.0,3.0,0.0,17.0
11651,2008,1,6,7,1156.0,1140,1315.0,1305,WN,970,N464WN,79.0,85.0,69.0,10.0,16.0,SNA,SMF,404,4.0,6.0,0,N,0,,,,,
11652,2008,1,6,7,1741.0,1730,1908.0,1855,WN,2115,N268WN,87.0,85.0,74.0,13.0,11.0,SNA,SMF,404,4.0,9.0,0,N,0,,,,,
11653,2008,1,6,7,2128.0,2100,2254.0,2225,WN,3401,N294WN,86.0,85.0,73.0,29.0,28.0,SNA,SMF,404,5.0,8.0,0,N,0,11.0,0.0,1.0,0.0,17.0
11654,2008,1,6,7,1942.0,1920,2111.0,2045,WN,3498,N716SW,89.0,85.0,71.0,26.0,22.0,SNA,SMF,404,9.0,9.0,0,N,0,0.0,0.0,6.0,0.0,20.0
11655,2008,1,6,7,1426.0,1420,1551.0,1545,WN,3501,N420WN,85.0,85.0,75.0,6.0,6.0,SNA,SMF,404,4.0,6.0,0,N,0,,,,,
11657,2008,1,6,7,1739.0,1615,1902.0,1730,WN,2205,N346SW,83.0,75.0,64.0,92.0,84.0,STL,BHM,410,4.0,15.0,0,N,0,71.0,0.0,8.0,0.0,13.0
11659,2008,1,6,7,1427.0,1420,1715.0,1715,WN,406,N621SW,108.0,115.0,98.0,0.0,7.0,STL,BWI,737,4.0,6.0,0,N,0,,,,,
11664,2008,1,6,7,1616.0,1610,1826.0,1825,WN,283,N441WN,70.0,75.0,58.0,1.0,6.0,STL,CMH,410,4.0,8.0,0,N,0,,,,,
11666,2008,1,6,7,1142.0,1125,1318.0,1310,WN,29,N327SW,96.0,105.0,85.0,8.0,17.0,STL,DAL,546,4.0,7.0,0,N,0,,,,,
11667,2008,1,6,7,2222.0,1945,2358.0,2130,WN,479,N738CB,96.0,105.0,85.0,148.0,157.0,STL,DAL,546,3.0,8.0,0,N,0,0.0,0.0,0.0,0.0,148.0
11669,2008,1,6,7,2122.0,2100,2301.0,2245,WN,1062,N424WN,99.0,105.0,86.0,16.0,22.0,STL,DAL,546,5.0,8.0,0,N,0,8.0,0.0,0.0,0.0,8.0
11671,2008,1,6,7,1749.0,1740,1932.0,1925,WN,2007,N399WN,103.0,105.0,88.0,7.0,9.0,STL,DAL,546,4.0,11.0,0,N,0,,,,,
11674,2008,1,6,7,2042.0,2030,2256.0,2250,WN,2889,N457WN,74.0,80.0,60.0,6.0,12.0,STL,DTW,440,5.0,9.0,0,N,0,,,,,
11680,2008,1,6,7,1405.0,1125,1612.0,1335,WN,2009,N626SW,127.0,130.0,116.0,157.0,160.0,STL,HOU,687,5.0,6.0,0,N,0,3.0,0.0,0.0,0.0,154.0
11684,2008,1,6,7,1502.0,1450,1715.0,1700,WN,440,N779SW,253.0,250.0,237.0,15.0,12.0,STL,LAX,1593,10.0,6.0,0,N,0,12.0,0.0,3.0,0.0,0.0
11686,2008,1,6,7,1837.0,1825,1942.0,1930,WN,2263,N640SW,65.0,65.0,50.0,12.0,12.0,STL,LIT,296,5.0,10.0,0,N,0,,,,,
11687,2008,1,6,7,1302.0,1250,1410.0,1350,WN,187,N307SW,68.0,60.0,44.0,20.0,12.0,STL,MCI,237,4.0,20.0,0,N,0,3.0,0.0,8.0,0.0,9.0
11690,2008,1,6,7,1736.0,1730,1836.0,1830,WN,977,N612SW,60.0,60.0,47.0,6.0,6.0,STL,MCI,237,4.0,9.0,0,N,0,,,,,
11692,2008,1,6,7,1754.0,1535,2104.0,1850,WN,70,N392SW,130.0,135.0,114.0,134.0,139.0,STL,MCO,880,6.0,10.0,0,N,0,15.0,0.0,0.0,0.0,119.0
11693,2008,1,6,7,2048.0,2010,2355.0,2325,WN,125,N210WN,127.0,135.0,115.0,30.0,38.0,STL,MCO,880,4.0,8.0,0,N,0,0.0,0.0,0.0,0.0,30.0
11696,2008,1,6,7,1739.0,1650,1847.0,1750,WN,30,N719SW,68.0,60.0,46.0,57.0,49.0,STL,MDW,251,6.0,16.0,0,N,0,33.0,0.0,8.0,0.0,16.0
11700,2008,1,6,7,2139.0,2100,2233.0,2200,WN,1050,N237WN,54.0,60.0,42.0,33.0,39.0,STL,MDW,251,5.0,7.0,0,N,0,0.0,0.0,0.0,0.0,33.0
11701,2008,1,6,7,1744.0,1720,1847.0,1820,WN,1430,N514SW,63.0,60.0,44.0,27.0,24.0,STL,MDW,251,5.0,14.0,0,N,0,24.0,0.0,3.0,0.0,0.0
11703,2008,1,6,7,1244.0,1235,1336.0,1335,WN,1489,N617SW,52.0,60.0,41.0,1.0,9.0,STL,MDW,251,4.0,7.0,0,N,0,,,,,
11704,2008,1,6,7,1540.0,1525,1637.0,1625,WN,2176,N640SW,57.0,60.0,46.0,12.0,15.0,STL,MDW,251,3.0,8.0,0,N,0,,,,,
11705,2008,1,6,7,2000.0,1940,2100.0,2040,WN,3168,N635SW,60.0,60.0,45.0,20.0,20.0,STL,MDW,251,5.0,10.0,0,N,0,12.0,0.0,0.0,0.0,8.0
11707,2008,1,6,7,1935.0,1920,2102.0,2050,WN,166,N761RR,87.0,90.0,75.0,12.0,15.0,STL,OKC,462,3.0,9.0,0,N,0,,,,,
11709,2008,1,6,7,2140.0,2120,2247.0,2230,WN,429,N510SW,67.0,70.0,54.0,17.0,20.0,STL,OMA,342,3.0,10.0,0,N,0,13.0,0.0,0.0,0.0,4.0
11710,2008,1,6,7,1618.0,1540,1719.0,1650,WN,484,N499WN,61.0,70.0,51.0,29.0,38.0,STL,OMA,342,3.0,7.0,0,N,0,5.0,0.0,0.0,0.0,24.0
11714,2008,1,6,7,1337.0,1320,1605.0,1545,WN,340,N629SW,208.0,205.0,195.0,20.0,17.0,STL,PHX,1262,5.0,8.0,0,N,0,13.0,0.0,3.0,0.0,4.0
11720,2008,1,6,7,817.0,810,1038.0,1030,WN,2527,N253WN,201.0,200.0,176.0,8.0,7.0,STL,SLC,1156,16.0,9.0,0,N,0,,,,,
11723,2008,1,6,7,1645.0,1630,1958.0,1945,WN,773,N321SW,133.0,135.0,119.0,13.0,15.0,STL,TPA,869,4.0,10.0,0,N,0,,,,,
11724,2008,1,6,7,2149.0,2020,2308.0,2135,WN,490,N695SW,79.0,75.0,63.0,93.0,89.0,STL,TUL,351,3.0,13.0,0,N,0,0.0,0.0,4.0,0.0,89.0
11726,2008,1,6,7,1552.0,1535,1734.0,1735,WN,360,N477WN,222.0,240.0,210.0,-1.0,17.0,TPA,ABQ,1497,4.0,8.0,0,N,0,,,,,
11730,2008,1,6,7,1555.0,1525,1832.0,1810,WN,3399,N662SW,157.0,165.0,144.0,22.0,30.0,TPA,BDL,1111,5.0,8.0,0,N,0,9.0,0.0,0.0,0.0,13.0
11733,2008,1,6,7,2041.0,2015,2054.0,2040,WN,3512,N463WN,73.0,85.0,63.0,14.0,26.0,TPA,BHM,460,3.0,7.0,0,N,0,,,,,
11740,2008,1,6,7,1524.0,1515,1803.0,1750,WN,3686,N387SW,159.0,155.0,149.0,13.0,9.0,TPA,BUF,1054,2.0,8.0,0,N,0,,,,,
11745,2008,1,6,7,2209.0,2035,15.0,2245,WN,2292,N346SW,126.0,130.0,111.0,90.0,94.0,TPA,BWI,842,5.0,10.0,0,N,0,2.0,0.0,0.0,0.0,88.0
11746,2008,1,6,7,902.0,845,1114.0,1055,WN,3049,N356SW,132.0,130.0,118.0,19.0,17.0,TPA,BWI,842,6.0,8.0,0,N,0,17.0,0.0,2.0,0.0,0.0
11747,2008,1,6,7,2034.0,1955,2240.0,2210,WN,3596,N261WN,126.0,135.0,113.0,30.0,39.0,TPA,BWI,842,2.0,11.0,0,N,0,5.0,0.0,0.0,0.0,25.0
11754,2008,1,6,7,2030.0,2015,2124.0,2110,WN,773,N321SW,54.0,55.0,40.0,14.0,15.0,TPA,FLL,197,3.0,11.0,0,N,0,,,,,
11755,2008,1,6,7,1446.0,1435,1533.0,1530,WN,968,N503SW,47.0,55.0,36.0,3.0,11.0,TPA,FLL,197,2.0,9.0,0,N,0,,,,,
11756,2008,1,6,7,2155.0,2125,2245.0,2220,WN,1685,N625SW,50.0,55.0,37.0,25.0,30.0,TPA,FLL,197,4.0,9.0,0,N,0,25.0,0.0,0.0,0.0,0.0
11760,2008,1,6,7,1611.0,1600,1722.0,1730,WN,48,N310SW,131.0,150.0,114.0,-8.0,11.0,TPA,HOU,781,4.0,13.0,0,N,0,,,,,
11761,2008,1,6,7,1912.0,1840,2018.0,2010,WN,58,N679AA,126.0,150.0,111.0,8.0,32.0,TPA,HOU,781,4.0,11.0,0,N,0,,,,,
11762,2008,1,6,7,1048.0,1035,1150.0,1205,WN,77,N262WN,122.0,150.0,110.0,-15.0,13.0,TPA,HOU,781,4.0,8.0,0,N,0,,,,,
11764,2008,1,6,7,1849.0,1825,2102.0,2035,WN,29,N327SW,133.0,130.0,114.0,27.0,24.0,TPA,IAD,810,7.0,12.0,0,N,0,12.0,0.0,3.0,0.0,12.0
11770,2008,1,6,7,1716.0,1710,1800.0,1800,WN,549,N655WN,44.0,50.0,32.0,0.0,6.0,TPA,JAX,180,5.0,7.0,0,N,0,,,,,
11772,2008,1,6,7,1516.0,1440,1721.0,1650,WN,82,N246LV,305.0,310.0,290.0,31.0,36.0,TPA,LAS,1984,4.0,11.0,0,N,0,11.0,0.0,0.0,0.0,20.0
11774,2008,1,6,7,1943.0,1925,2117.0,2110,WN,174,N343SW,154.0,165.0,140.0,7.0,18.0,TPA,MDW,997,5.0,9.0,0,N,0,,,,,
11776,2008,1,6,7,1027.0,1020,1212.0,1205,WN,1066,N499WN,165.0,165.0,150.0,7.0,7.0,TPA,MDW,997,5.0,10.0,0,N,0,,,,,
11780,2008,1,6,7,907.0,850,1158.0,1145,WN,758,N452WN,171.0,175.0,159.0,13.0,17.0,TPA,MHT,1204,3.0,9.0,0,N,0,,,,,
11784,2008,1,6,7,2025.0,2010,2054.0,2055,WN,2019,N333SW,89.0,105.0,74.0,-1.0,15.0,TPA,MSY,487,2.0,13.0,0,N,0,,,,,
11786,2008,1,6,7,2158.0,2145,2242.0,2230,WN,26,N262WN,44.0,45.0,31.0,12.0,13.0,TPA,PBI,174,5.0,8.0,0,N,0,,,,,
11790,2008,1,6,7,1653.0,1620,1928.0,1850,WN,327,N623SW,155.0,150.0,135.0,38.0,33.0,TPA,PHL,920,5.0,15.0,0,N,0,12.0,0.0,5.0,0.0,21.0
11791,2008,1,6,7,1037.0,1015,1302.0,1245,WN,1574,N650SW,145.0,150.0,134.0,17.0,22.0,TPA,PHL,920,3.0,8.0,0,N,0,5.0,0.0,0.0,0.0,12.0
11792,2008,1,6,7,2113.0,2105,2331.0,2335,WN,1663,N617SW,138.0,150.0,127.0,-4.0,8.0,TPA,PHL,920,5.0,6.0,0,N,0,,,,,
11794,2008,1,6,7,1018.0,1005,1237.0,1225,WN,1236,N631SW,139.0,140.0,126.0,12.0,13.0,TPA,PIT,873,6.0,7.0,0,N,0,,,,,
11798,2008,1,6,7,1929.0,1900,2111.0,2045,WN,85,N364SW,102.0,105.0,89.0,26.0,29.0,TPA,RDU,587,5.0,8.0,0,N,0,3.0,0.0,0.0,0.0,23.0
11807,2008,1,6,7,1546.0,1535,1641.0,1635,WN,574,N659SW,55.0,60.0,44.0,6.0,11.0,TUL,DAL,237,3.0,8.0,0,N,0,,,,,
11816,2008,1,6,7,1312.0,1305,1404.0,1400,WN,1685,N625SW,52.0,55.0,40.0,4.0,7.0,TUL,MCI,223,3.0,9.0,0,N,0,,,,,
11817,2008,1,6,7,1835.0,1815,1921.0,1910,WN,3915,N521SW,46.0,55.0,36.0,11.0,20.0,TUL,MCI,223,3.0,7.0,0,N,0,,,,,
11823,2008,1,6,7,1811.0,1735,1906.0,1835,WN,580,N606SW,55.0,60.0,42.0,31.0,36.0,TUS,ABQ,321,7.0,6.0,0,N,0,3.0,0.0,0.0,0.0,28.0
11825,2008,1,6,7,1449.0,1420,1506.0,1435,WN,280,N708SA,77.0,75.0,65.0,31.0,29.0,TUS,LAS,365,5.0,7.0,0,N,0,2.0,0.0,2.0,0.0,27.0
11826,2008,1,6,7,2212.0,2125,2227.0,2140,WN,1131,N361SW,75.0,75.0,63.0,47.0,47.0,TUS,LAS,365,6.0,6.0,0,N,0,0.0,0.0,0.0,0.0,47.0
11827,2008,1,6,7,1702.0,1610,1724.0,1625,WN,2005,N614SW,82.0,75.0,70.0,59.0,52.0,TUS,LAS,365,5.0,7.0,0,N,0,0.0,0.0,7.0,0.0,52.0
11830,2008,1,6,7,2122.0,1935,2141.0,1950,WN,3135,N388SW,79.0,75.0,64.0,111.0,107.0,TUS,LAS,365,9.0,6.0,0,N,0,2.0,0.0,4.0,0.0,105.0
11831,2008,1,6,7,1722.0,1625,1756.0,1655,WN,225,N315SW,94.0,90.0,81.0,61.0,57.0,TUS,LAX,451,6.0,7.0,0,N,0,13.0,0.0,4.0,0.0,44.0
11832,2008,1,6,7,2107.0,2005,2200.0,2040,WN,724,N347SW,113.0,95.0,81.0,80.0,62.0,TUS,LAX,451,20.0,12.0,0,N,0,0.0,0.0,19.0,0.0,61.0
11833,2008,1,6,7,1400.0,1335,1435.0,1405,WN,1032,N309SW,95.0,90.0,81.0,30.0,25.0,TUS,LAX,451,9.0,5.0,0,N,0,9.0,0.0,5.0,0.0,16.0
11836,2008,1,6,7,638.0,630,1029.0,1045,WN,3170,N414WN,171.0,195.0,159.0,-16.0,8.0,TUS,MDW,1440,4.0,8.0,0,N,0,,,,,
11838,2008,1,6,7,802.0,755,913.0,920,WN,3431,N371SW,131.0,145.0,119.0,-7.0,7.0,TUS,OAK,747,5.0,7.0,0,N,0,,,,,
11841,2008,1,6,7,1941.0,1850,2000.0,1900,WN,644,N437WN,79.0,70.0,67.0,60.0,51.0,TUS,SAN,367,3.0,9.0,0,N,0,7.0,0.0,9.0,0.0,44.0
11842,2008,1,6,7,1501.0,1455,1519.0,1510,WN,1179,N325SW,78.0,75.0,67.0,9.0,6.0,TUS,SAN,367,3.0,8.0,0,N,0,,,,,
11844,2008,1,7,1,911.0,905,1422.0,1440,WN,2126,N278WN,191.0,215.0,183.0,-18.0,6.0,ABQ,BWI,1670,2.0,6.0,0,N,0,,,,,
11845,2008,1,7,1,1441.0,1435,1718.0,1710,WN,45,N339SW,97.0,95.0,82.0,8.0,6.0,ABQ,DAL,580,3.0,12.0,0,N,0,,,,,
11848,2008,1,7,1,1648.0,1630,1923.0,1905,WN,397,N442WN,95.0,95.0,78.0,18.0,18.0,ABQ,DAL,580,5.0,12.0,0,N,0,18.0,0.0,0.0,0.0,0.0
11849,2008,1,7,1,1147.0,1130,1426.0,1405,WN,438,N629SW,99.0,95.0,81.0,21.0,17.0,ABQ,DAL,580,3.0,15.0,0,N,0,7.0,0.0,4.0,0.0,10.0
11852,2008,1,7,1,1737.0,1710,2005.0,1945,WN,2969,N631SW,88.0,95.0,79.0,20.0,27.0,ABQ,DAL,580,3.0,6.0,0,N,0,4.0,0.0,0.0,0.0,16.0
11854,2008,1,7,1,1719.0,1645,1831.0,1800,WN,294,N628SW,72.0,75.0,56.0,31.0,34.0,ABQ,DEN,349,4.0,12.0,0,N,0,2.0,0.0,0.0,0.0,29.0
11861,2008,1,7,1,1921.0,1845,2214.0,2140,WN,1925,N436WN,113.0,115.0,99.0,34.0,36.0,ABQ,HOU,759,5.0,9.0,0,N,0,2.0,0.0,0.0,0.0,32.0
11862,2008,1,7,1,1058.0,1050,1353.0,1350,WN,3234,N469WN,115.0,120.0,105.0,3.0,8.0,ABQ,HOU,759,4.0,6.0,0,N,0,,,,,
11863,2008,1,7,1,1440.0,1245,1521.0,1320,WN,1328,N699SW,101.0,95.0,83.0,121.0,115.0,ABQ,LAS,487,6.0,12.0,0,N,0,0.0,0.0,6.0,0.0,115.0
11867,2008,1,7,1,1539.0,1520,1611.0,1555,WN,2284,N713SW,92.0,95.0,75.0,16.0,19.0,ABQ,LAS,487,5.0,12.0,0,N,0,16.0,0.0,0.0,0.0,0.0
11868,2008,1,7,1,1804.0,1755,1840.0,1830,WN,2788,N307SW,96.0,95.0,86.0,10.0,9.0,ABQ,LAS,487,4.0,6.0,0,N,0,,,,,
11869,2008,1,7,1,1125.0,1115,1155.0,1150,WN,2874,N384SW,90.0,95.0,79.0,5.0,10.0,ABQ,LAS,487,6.0,5.0,0,N,0,,,,,
11871,2008,1,7,1,1513.0,1500,1615.0,1605,WN,1135,N346SW,122.0,125.0,105.0,10.0,13.0,ABQ,LAX,677,5.0,12.0,0,N,0,,,,,
